,msoa_id,venue_name,venue_location,venue_category,venue_type
35,E02000166,Highgate Pantry,"[51.57104306865379, -0.14900451697400996]",Café,general
36,E02000166,Stingray Cafe,"[51.555987829667345, -0.1390179495410059]",Italian Restaurant,general
37,E02000166,Pond Square,"[51.57073228850292, -0.14905177682158005]",Plaza,general
38,E02000166,High Tea of Highgate,"[51.57074248720146, -0.1475008410490579]",Tea Room,general
39,E02000166,The Charlotte Despard,"[51.5684303635652, -0.13642169060219445]",Pub,general
40,E02000166,Lalibela,"[51.556086535303194, -0.13900838816773817]",Ethiopian Restaurant,general
41,E02000166,Trattoria Nuraghe,"[51.55779130098613, -0.13900796025135378]",Italian Restaurant,general
42,E02000166,Cinnamon Village,"[51.55537917221557, -0.13945391642255678]",Café,general
43,E02000166,Bear + Wolf,"[51.55663, -0.13874766]",Coffee Shop,general
44,E02000166,The Sitara,"[51.56503488140031, -0.13302789660671688]",Indian Restaurant,general
45,E02000166,Ristorante Rossella,"[51.55505705438677, -0.14506875827459978]",Italian Restaurant,general
46,E02000166,ll Mio Mosaic,"[51.56470076355026, -0.13516058723779936]",Italian Restaurant,general
47,E02000166,The Spice,"[51.55668045603812, -0.13854211173858122]",Indian Restaurant,general
48,E02000166,Barry's Kitchen,"[51.56441355972323, -0.13525537637781854]",Coffee Shop,general
49,E02000166,Little Oak Coffee Shop,"[51.55500135590769, -0.1510573639959084]",Coffee Shop,general
50,E02000166,Blue Moon Cafe,"[51.556080091231095, -0.13897987616981256]",Thai Restaurant,general
51,E02000166,Aces and Eights,"[51.55670547232235, -0.13840375467057775]",Bar,general
52,E02000166,Starbucks,"[51.565378, -0.134376]",Coffee Shop,general
53,E02000166,Del Parc,"[51.560662847461664, -0.1370466053447272]",Tapas Restaurant,general
54,E02000166,The Old Crown,"[51.56910085898462, -0.14188521318144764]",Pub,general
55,E02000166,Crudough,"[51.566166, -0.134994]",Pizza Place,general
56,E02000166,Parliament Hill Café,"[51.55924199360374, -0.15285046490809973]",Café,general
57,E02000166,M&S Foodhall,"[51.565129, -0.135584]",Grocery Store,general
58,E02000166,The Dome,"[51.55741176719463, -0.13844007601793099]",Music Venue,general
59,E02000166,Côte Brasserie,"[51.5703455312889, -0.14547748536543087]",French Restaurant,general
60,E02000166,The Angel Inn,"[51.570746882583094, -0.1476445143818843]",Pub,general
61,E02000166,Premier Inn London Archway,"[51.5656188, -0.1358007]",Hotel,general
62,E02000166,Spaghetti House,"[51.556950183686936, -0.13831689742872808]",Italian Restaurant,general
63,E02000166,Prince of Wales,"[51.57100824533049, -0.14880505288093984]",Pub,general
64,E02000166,Whittington Stone Pub,"[51.56629430741794, -0.13675585706039328]",Pub,general
65,E02000166,Tufnell Park Kebab,"[51.55658205927776, -0.13811528372921206]",Kebab Restaurant,general
66,E02000166,Lido Cafe,"[51.556496, -0.15180498]",Café,general
67,E02000166,Archway Market,"[51.565653245804114, -0.13466835021972656]",Farmers Market,general
68,E02000166,Iceland,"[51.56390190124512, -0.13536036014556885]",Grocery Store,general
69,E02000166,Costa Coffee,"[51.570785197007226, -0.14815652553422057]",Coffee Shop,general
70,E02000166,Subway,"[51.56526698840427, -0.13502659214532287]",Sandwich Place,general
71,E02000166,Loving Hut,"[51.5650658957143, -0.1332305005508439]",Vegetarian / Vegan Restaurant,general
72,E02000166,Pizza Hut,"[51.555636707058824, -0.13905750735762012]",Pizza Place,general
73,E02000166,Co-op Food,"[51.565051652632356, -0.13472352327367165]",Grocery Store,general
74,E02000166,Boston Music Room,"[51.55724304788498, -0.1383473341145184]",Music Venue,general
75,E02000166,Better Archway Leisure Centre,"[51.56567003960332, -0.1362840607333427]",Gym / Fitness Center,general
76,E02000166,The Mother Redcap,"[51.56504436003809, -0.13302713470551142]",Pub,general
77,E02000166,The Intrepid Fox,"[51.56568984075429, -0.13482423900437715]",Bar,general
78,E02000166,The Vine,"[51.55469742943664, -0.14452658655761766]",Gastropub,general
79,E02000166,PizzaExpress,"[51.5706034, -0.1465098]",Pizza Place,general
80,E02000166,Highgate Men's Bathing Pond,"[51.563351, -0.156817]",Lake,general
81,E02000166,Whittington hospital canteen,"[51.56614294185228, -0.1386908950216551]",Food Court,general
82,E02000166,Brompton Bike Hire,"[51.56666298437657, -0.1383837672631384]",Bike Rental / Bike Share,general
83,E02000166,Archway Kebab Center,"[51.56511299821289, -0.13309391173965043]",Kebab Restaurant,general
84,E02000166,Kusadasi,"[51.556438704661446, -0.1386997842865135]",Turkish Restaurant,general
85,E02000166,Strada,"[51.57073519491699, -0.14806139019352596]",Italian Restaurant,general
86,E02000166,Caffè Nero,"[51.570794812451645, -0.1478884987226209]",Coffee Shop,general
88,E02000166,Holy Cow,"[51.56312989080278, -0.13598848219545]",Indian Restaurant,general
89,E02000166,F45 Training Highgate,"[51.5560108, -0.1483198]",Gym,general
90,E02000166,SAS Martial Arts Academy - Wing Chun,"[51.555787, -0.148588]",Martial Arts School,general
91,E02000166,Habibi Shisha,"[51.5647707943398, -0.13526840030686493]",Hookah Bar,general
92,E02000166,Limone,"[51.57049941477211, -0.14659781687218829]",Café,general
93,E02000166,McDonald's,"[51.56601, -0.13584]",Fast Food Restaurant,general
94,E02000166,South Grove Bus Stop C,"[51.570948, -0.148587]",Bus Stop,general
95,E02000166,Parliament Hill Athletics Track,"[51.55697948270313, -0.15581145213218406]",Track Stadium,general
96,E02000166,elite design fabrics,"[51.5563112, -0.1390506]",Hobby Shop,general
97,E02000166,Waytostay,"[51.55675, -0.13809]",Hotel,general
98,E02000166,Tufnell Park Station Bus Stop,"[51.55658071088992, -0.13782973372300164]",Bus Stop,general
99,E02000166,Maximum Fitness,"[51.55609749199774, -0.13843089914799991]",Gym,general
0,E02000167,The Wells,"[51.55862188598442, -0.1738013059083379]",Gastropub,general
1,E02000167,La Crêperie de Hampstead,"[51.555909219060794, -0.17705095120208758]",Creperie,general
2,E02000167,L'Antica Pizzeria,"[51.55731765127369, -0.1782727599140761]",Pizza Place,general
3,E02000167,Jin Kichi,"[51.557211, -0.17837]",Japanese Restaurant,general
4,E02000167,Waterstones,"[51.55607989549573, -0.17749246713659778]",Bookstore,general
5,E02000167,Everyman Cinema,"[51.556358, -0.178907]",Movie Theater,general
6,E02000167,28 Church Row,"[51.55560950996208, -0.1787244431658961]",Tapas Restaurant,general
7,E02000167,Venchi,"[51.5561757748388, -0.17771330546153857]",Ice Cream Shop,general
8,E02000167,Burgh House and Hampstead Museum,"[51.55800729424223, -0.17483860948988986]",Museum,general
9,E02000167,Keats House,"[51.55574494181236, -0.16797506166668622]",Museum,general
10,E02000167,Oddono's Gelati,"[51.556531207373, -0.17754508690492712]",Ice Cream Shop,general
11,E02000167,Cass Art,"[51.55714941077995, -0.17824526759746612]",Arts & Crafts Store,general
12,E02000167,Paul,"[51.55632554973643, -0.17795636297236436]",Bakery,general
13,E02000167,The Holly Bush,"[51.5578605, -0.1793307]",Pub,general
14,E02000167,Ginger and White,"[51.55552253150274, -0.17812380915062986]",Café,general
15,E02000167,GAIL's Bakery,"[51.55616794675482, -0.17770745417419953]",Bakery,general
16,E02000167,Daunt Books,"[51.555513353941116, -0.16627660623013577]",Bookstore,general
17,E02000167,Vale of Health,"[51.560940645921896, -0.17643224353473547]",Park,general
18,E02000167,Hampstead Heath Ponds,"[51.55922245115382, -0.16545174090424553]",Lake,general
19,E02000167,Patara,"[51.555497, -0.176086]",Thai Restaurant,general
20,E02000167,Roni's Bagel Bakery,"[51.55489379259985, -0.17294637143510666]",Bagel Shop,general
21,E02000167,Melrose And Morgan,"[51.55588296469207, -0.17851941924915785]",Deli / Bodega,general
22,E02000167,The Freemasons Arms,"[51.556968486733965, -0.1688057881134541]",Pub,general
23,E02000167,Heath Street,"[51.55949767709239, -0.1788591283079586]",Outdoors & Recreation,general
24,E02000167,Paradise,"[51.55547571601579, -0.1663119939026201]",Indian Restaurant,general
25,E02000167,Fenton House,"[51.55894415569476, -0.17954994142807434]",History Museum,general
26,E02000167,karma bread,"[51.55449352658653, -0.1655860067530481]",Bakery,general
27,E02000167,The Buttery Cafe,"[51.55805676295741, -0.17490329592339074]",Café,general
28,E02000167,Spielburger,"[51.55633591335128, -0.17864040869709716]",American Restaurant,general
29,E02000167,The Flask,"[51.55664484583849, -0.17737729065887328]",Pub,general
30,E02000167,Silverberry Deli & Kitchen,"[51.55417383061919, -0.16497491398983757]",Café,general
31,E02000167,Vape Emporium,"[51.55693572419176, -0.1784098148345947]",Vape Store,general
32,E02000167,The Little Thai,"[51.55411500485513, -0.16473718750726135]",Thai Restaurant,general
33,E02000167,Gaucho,"[51.55750006090572, -0.1779626120003103]",Argentinian Restaurant,general
34,E02000167,Hampstead Heath,"[51.56443609469711, -0.1673625476541929]",Park,general
35,E02000167,The Horseshoe,"[51.55588065794634, -0.1785917131457653]",Pub,general
37,E02000167,UCS Active,"[51.552645491960305, -0.18050342667395103]",Gym / Fitness Center,general
38,E02000167,The Garden Gate,"[51.554732693180604, -0.1656965371567711]",Pub,general
39,E02000167,The Stag,"[51.5534197511417, -0.1615759603831879]",Gastropub,general
40,E02000167,Boulangerie Bon Matin,"[51.556632, -0.177399]",Bakery,general
41,E02000167,Giacobazzi's Delicatessen,"[51.553960579218355, -0.16433358192443848]",Deli / Bodega,general
42,E02000167,Parliament Hill,"[51.559661447069935, -0.15963905703647055]",Scenic Lookout,general
43,E02000167,Dim T,"[51.555291991529096, -0.17834905604033455]",Dim Sum Restaurant,general
44,E02000167,Mimmo la Bufala,"[51.5553399094965, -0.16623023789686076]",Italian Restaurant,general
45,E02000167,M&S Foodhall,"[51.55392262, -0.1651055]",Grocery Store,general
46,E02000167,La Gaffe,"[51.55930778431784, -0.17849237484760483]",Italian Restaurant,general
47,E02000167,Villa Bianca,"[51.555737468527354, -0.17745491825352877]",Italian Restaurant,general
48,E02000167,Olivers Village Cafe,"[51.548382244056725, -0.17288472424974052]",Café,general
49,E02000167,Biggie Best,"[51.555844, -0.166752]",Café,general
50,E02000167,Zara,"[51.554422592333005, -0.16556135166707728]",Greek Restaurant,general
51,E02000167,Isokon Gallery,"[51.551896801080375, -0.16192239462144267]",Museum,general
53,E02000167,Wine Rack,"[51.5508171307145, -0.1653429585613831]",Wine Shop,general
54,E02000167,Franco Manca,"[51.55122128898993, -0.1656394812442302]",Pizza Place,general
55,E02000167,Gourmet Burger Kitchen,"[51.55083222422163, -0.1648698656989609]",Burger Joint,general
56,E02000167,LLS,"[51.55890923227659, -0.17848867376117794]",Coffee Shop,general
57,E02000167,Caffè Nero,"[51.555338689886206, -0.17446938829470746]",Coffee Shop,general
58,E02000167,Chez Bob,"[51.551016348500816, -0.16571108248584682]",American Restaurant,general
59,E02000167,The George,"[51.55237013058125, -0.16748750741812465]",Pub,general
60,E02000167,Belsize Kitchen,"[51.549060951281675, -0.1718121671807353]",Bakery,general
61,E02000167,PizzaExpress,"[51.55069143218553, -0.16466843302657708]",Pizza Place,general
62,E02000167,Budgens,"[51.55073366513905, -0.165522433711106]",Convenience Store,general
63,E02000167,Premier Inn London Hampstead,"[51.5515072, -0.1672259]",Hotel,general
64,E02000167,"Pax Lodge, WAGGGS","[51.55284391422116, -0.1706585676373636]",Bed & Breakfast,general
65,E02000167,Roebuck,"[51.55376848676548, -0.16739916249215173]",Pub,general
66,E02000167,The Duke of Hamilton,"[51.55877917371609, -0.17753262100724584]",Pub,general
67,E02000167,Le Pain Quotidien,"[51.55649418869175, -0.17809494872381038]",Bakery,general
68,E02000167,Côte Bistro,"[51.555592501914795, -0.17594618229135145]",Bistro,general
69,E02000167,Tinseltown,"[51.55880368682103, -0.1784939978808435]",Diner,general
70,E02000167,GAP,"[51.55541868127762, -0.17487802680196057]",Clothing Store,general
71,E02000167,Retsina,"[51.54949789992985, -0.17129689985273683]",Greek Restaurant,general
72,E02000167,The Royal Cafe,"[51.55357606718867, -0.16217270794608152]",Café,general
73,E02000167,Artigiano,"[51.54901649083895, -0.17100099157537654]",Italian Restaurant,general
74,E02000167,Starbucks,"[51.554229, -0.165746]",Coffee Shop,general
75,E02000167,Hampstead Heath London Overground Station,"[51.55523072250983, -0.16576083140163414]",Train Station,general
76,E02000167,Costa Coffee,"[51.55080093232134, -0.1653125414903032]",Coffee Shop,general
77,E02000167,Piccola Pizzeria Ristorante,"[51.556220444355056, -0.17863786348176028]",Italian Restaurant,general
78,E02000167,Pomona,"[51.55027608335028, -0.1646882853211722]",Food & Drink Shop,general
79,E02000167,wagamama,"[51.55704470000005, -0.1780520222459927]",Asian Restaurant,general
80,E02000167,Hazara,"[51.549585167139256, -0.17118853328345635]",Indian Restaurant,general
81,E02000167,Fish Cafe,"[51.555995456583915, -0.17725088517218562]",English Restaurant,general
82,E02000167,Mani's,"[51.55563602353826, -0.1778007363762489]",Café,general
83,E02000167,Louis Patisserie,"[51.556034832476136, -0.17864910198818967]",Café,general
84,E02000167,La Cage Imaginaire,"[51.55673613398183, -0.17731138366824054]",French Restaurant,general
85,E02000167,The King William IV,"[51.55586326466822, -0.17697090835448262]",Pub,general
86,E02000167,Cafe Hampstead,"[51.554953, -0.173089]",Café,general
87,E02000167,Jamon Jamon,"[51.550300418914404, -0.1646504763803945]",Tapas Restaurant,general
89,E02000167,Dominique's,"[51.55457277986679, -0.16560869720554774]",Café,general
90,E02000167,Boots,"[51.550636363971584, -0.16518006065396246]",Pharmacy,general
92,E02000167,Euphorium Bakery,"[51.55108502350832, -0.1658634479565733]",Bakery,general
93,E02000167,JOE & THE JUICE,"[51.5561777, -0.1779597]",Juice Bar,general
95,E02000167,Gold Fish,"[51.555603534476774, -0.1758434143180086]",Chinese Restaurant,general
96,E02000167,The Langorf Hotel,"[51.550416832573845, -0.18022517813028888]",Hotel,general
97,E02000167,Tish,"[51.550653217917265, -0.16498195838565832]",Israeli Restaurant,general
98,E02000167,The Coffee Cup,"[51.55589273601416, -0.17714870419258993]",Café,general
99,E02000167,Petit Bateau,"[51.55573501645757, -0.17599448561668396]",Baby Store,general
0,E02000168,Authentique - Epicerie & Bar,"[51.555434, -0.139411]",Wine Bar,general
1,E02000168,The Southampton Arms,"[51.55616658460647, -0.14608916145533812]",Pub,general
2,E02000168,Ruby Violet,"[51.555598, -0.139232]",Ice Cream Shop,general
3,E02000168,Rustique Cafe,"[51.556239965397495, -0.13877449817385137]",Café,general
4,E02000168,Junction Tavern,"[51.5550891723252, -0.14002111364095526]",Pub,general
5,E02000168,The Spence Bakery,"[51.55638, -0.13860148]",Bakery,general
6,E02000168,Patron Cave à Manger,"[51.552587506749056, -0.14113227046502513]",French Restaurant,general
7,E02000168,Queen of Sheba,"[51.552153637497774, -0.14107521017058364]",Ethiopian Restaurant,general
8,E02000168,Stingray Cafe,"[51.555987829667345, -0.1390179495410059]",Italian Restaurant,general
9,E02000168,The Pineapple,"[51.552963497078046, -0.13954805106500917]",Pub,general
10,E02000168,Clapton Craft NW5,"[51.551788144351875, -0.1410325664293079]",Beer Store,general
11,E02000168,Bean About Town,"[51.5508124334671, -0.14044904604734612]",Food Truck,general
12,E02000168,Saint Espresso & Kitchen,"[51.55103831843475, -0.14061394736481947]",Coffee Shop,general
13,E02000168,Dartmouth Arms,"[51.55853921583215, -0.14362610179879062]",Pub,general
14,E02000168,Cinnamon Village,"[51.55537917221557, -0.13945391642255678]",Café,general
15,E02000168,Theatre Of Wine,"[51.56069606835941, -0.13716304827243905]",Wine Shop,general
16,E02000168,Lalibela,"[51.556086535303194, -0.13900838816773817]",Ethiopian Restaurant,general
17,E02000168,The Bull & Last,"[51.55884185195939, -0.14874054471874976]",Gastropub,general
18,E02000168,Lord Palmerston,"[51.559424352398565, -0.1403913422866717]",Pub,general
19,E02000168,Carrots + Daikon,"[51.5521089507927, -0.14160464255353108]",Vietnamese Restaurant,general
20,E02000168,Bear + Wolf,"[51.55663, -0.13874766]",Coffee Shop,general
21,E02000168,Parliament Hill Lido,"[51.5561719408144, -0.15071997748241053]",Pool,general
22,E02000168,PureGym,"[51.55405177168055, -0.14498401056464016]",Gym / Fitness Center,general
23,E02000168,Lure fish kitchen,"[51.55809711463967, -0.14328275854258005]",Seafood Restaurant,general
24,E02000168,Ladies and Gentlemen,"[51.55187379212839, -0.14118509936159007]",Cocktail Bar,general
25,E02000168,Cricks Corner Coffee Shop,"[51.563154464737124, -0.14062298415308833]",Coffee Shop,general
26,E02000168,Ristorante Rossella,"[51.55505705438677, -0.14506875827459978]",Italian Restaurant,general
27,E02000168,Bull And Gate,"[51.5518506136089, -0.14137415508575615]",Bar,general
28,E02000168,The Rose & Crown,"[51.55038709182784, -0.1327873292889154]",Pub,general
29,E02000168,Trattoria Nuraghe,"[51.55779130098613, -0.13900796025135378]",Italian Restaurant,general
30,E02000168,Hummy Yummy,"[51.548135659039175, -0.14124648473561105]",Juice Bar,general
31,E02000168,E Mono,"[51.54902157105311, -0.14103741480700108]",Middle Eastern Restaurant,general
32,E02000168,St John's Tavern,"[51.56292435212486, -0.1357319544679943]",Gastropub,general
33,E02000168,The Spice,"[51.55668045603812, -0.13854211173858122]",Indian Restaurant,general
34,E02000168,Blue Moon Cafe,"[51.556080091231095, -0.13897987616981256]",Thai Restaurant,general
35,E02000168,The Hideaway,"[51.561020793396445, -0.13701048873600882]",Lounge,general
36,E02000168,Phoenicia Mediterranean Food Hall,"[51.547582274900094, -0.14141618597908623]",Grocery Store,general
37,E02000168,GAIL's Bakery,"[51.561942387816735, -0.14952846174338522]",Bakery,general
38,E02000168,Franco Manca,"[51.5504699084619, -0.14076612616591908]",Pizza Place,general
39,E02000168,Parliament Hill Farmers’ Market,"[51.55942012042741, -0.15141799228547037]",Farmers Market,general
40,E02000168,Aces and Eights,"[51.55670547232235, -0.13840375467057775]",Bar,general
41,E02000168,Baan Thai,"[51.55246125451813, -0.14106001972669235]",Thai Restaurant,general
42,E02000168,O2 Forum,"[51.55220268064735, -0.14211557127511285]",Music Venue,general
43,E02000168,Tufnell Park Tavern,"[51.557538601439134, -0.1321214446589845]",Gastropub,general
44,E02000168,Salvino Italian Deli,"[51.55023953683643, -0.13047110691634015]",Deli / Bodega,general
45,E02000168,Pret A Manger,"[51.550532226092926, -0.1409512789269285]",Sandwich Place,general
46,E02000168,Fierce Grace North,"[51.55054216432762, -0.15069538745278807]",Yoga Studio,general
47,E02000168,Neighbour,"[51.55115048782897, -0.14060986251011692]",Restaurant,general
48,E02000168,The Lion and Unicorn,"[51.548010629784905, -0.13886146895323176]",Pub,general
50,E02000168,Map Café,"[51.54771393233876, -0.14506794808372286]",Café,general
51,E02000168,Oak & Pastor,"[51.562407222092716, -0.13629851431662507]",Pub,general
52,E02000168,The Star,"[51.563563936526265, -0.1426646603228414]",Pub,general
53,E02000168,Earth Natural Foods,"[51.54805181016716, -0.14115276097564242]",Food & Drink Shop,general
54,E02000168,Bistro Laz,"[51.561332709944146, -0.1505282882085311]",Mediterranean Restaurant,general
55,E02000168,Kentish Town City Farm,"[51.552391466964956, -0.14985436449527106]",Farm,general
56,E02000168,The Dome,"[51.55741176719463, -0.13844007601793099]",Music Venue,general
57,E02000168,Lidl,"[51.547511575939616, -0.14151791559231236]",Supermarket,general
58,E02000168,Knowhere Special,"[51.5510416705918, -0.14060668603224752]",Cocktail Bar,general
59,E02000168,Al Parco,"[51.561356296343135, -0.15068001369710154]",Italian Restaurant,general
60,E02000168,Owl Bookshop,"[51.54716622419697, -0.1416041570351045]",Bookstore,general
61,E02000168,The Assembly House,"[51.55089064376868, -0.1402782093935574]",Pub,general
62,E02000168,Spaghetti House,"[51.556950183686936, -0.13831689742872808]",Italian Restaurant,general
63,E02000168,Tufnell Park Kebab,"[51.55658205927776, -0.13811528372921206]",Kebab Restaurant,general
64,E02000168,Little Oak Coffee Shop,"[51.55500135590769, -0.1510573639959084]",Coffee Shop,general
65,E02000168,Korova,"[51.55791016076799, -0.1321091169825144]",Modern European Restaurant,general
66,E02000168,énergie Fitness,"[51.553422621529315, -0.14335260770054634]",Gym / Fitness Center,general
67,E02000168,Café Renoir,"[51.54928352555198, -0.14099271300964422]",French Restaurant,general
68,E02000168,Lunar Cycles,"[51.54780287857379, -0.146942138671875]",Bike Shop,general
69,E02000168,Co-op Food,"[51.552449, -0.141224]",Grocery Store,general
70,E02000168,Carob Tree,"[51.56137673569475, -0.1505804093867187]",Mediterranean Restaurant,general
71,E02000168,delicious,"[51.551614375043144, -0.14108602313991317]",Italian Restaurant,general
72,E02000168,Spring Studios,"[51.55004249508467, -0.14801428358325883]",Art Gallery,general
73,E02000168,Laksa Kitchen,"[51.550284, -0.140757]",Malay Restaurant,general
74,E02000168,Del Parc,"[51.560662847461664, -0.1370466053447272]",Tapas Restaurant,general
75,E02000168,Forks & Corks,"[51.56189909083998, -0.1501157436249086]",Food,general
76,E02000168,Kalendar,"[51.56189047922828, -0.1497373181824778]",Café,general
77,E02000168,Pizza Hut,"[51.555636707058824, -0.13905750735762012]",Pizza Place,general
78,E02000168,Better Kentish Town Sports Centre,"[51.5469456325033, -0.14442992481661668]",Gym Pool,general
79,E02000168,The Boma Garden Centre,"[51.547939755078986, -0.1381287992511912]",Garden Center,general
80,E02000168,Lady Hamilton,"[51.549168, -0.14100876]",Pub,general
81,E02000168,Starbucks,"[51.550114, -0.140986]",Coffee Shop,general
82,E02000168,Budgens,"[51.557604575586375, -0.13191775850252607]",Convenience Store,general
83,E02000168,Boston Music Room,"[51.55724304788498, -0.1383473341145184]",Music Venue,general
84,E02000168,Subway,"[51.54857826526566, -0.14108818249602154]",Sandwich Place,general
85,E02000168,Caffè Nero,"[51.55041407060704, -0.14080899754774848]",Coffee Shop,general
86,E02000168,Lido Cafe,"[51.556496, -0.15180498]",Café,general
87,E02000168,Queen’s Crescent Market,"[51.54974713315252, -0.15199345973800962]",Flea Market,general
88,E02000168,The Vine,"[51.55469742943664, -0.14452658655761766]",Gastropub,general
89,E02000168,Kami,"[51.551960150520365, -0.14108797767835096]",Japanese Restaurant,general
90,E02000168,Parliament Hill Café,"[51.55924199360374, -0.15285046490809973]",Café,general
91,E02000168,Greggs,"[51.549735748841755, -0.1408340809804876]",Bakery,general
92,E02000168,Troy Cafe,"[51.549251, -0.141186]",Café,general
93,E02000168,Kusadasi,"[51.556438704661446, -0.1386997842865135]",Turkish Restaurant,general
94,E02000168,Nando's,"[51.5477181, -0.1415905]",Portuguese Restaurant,general
95,E02000168,Bengal Lancer,"[51.54842681106029, -0.1411455096801126]",Indian Restaurant,general
96,E02000168,Iceland,"[51.54936367705352, -0.14096538809400153]",Grocery Store,general
97,E02000168,Costa Coffee,"[51.55674500631856, -0.1384694658272017]",Coffee Shop,general
98,E02000168,Kudos Records,"[51.55481780211448, -0.14103024048667182]",Record Shop,general
99,E02000168,Maximum Fitness,"[51.55609749199774, -0.13843089914799991]",Gym,general
0,E02000169,Everyman Cinema,"[51.556358, -0.178907]",Movie Theater,general
1,E02000169,28 Church Row,"[51.55560950996208, -0.1787244431658961]",Tapas Restaurant,general
2,E02000169,L'Antica Pizzeria,"[51.55731765127369, -0.1782727599140761]",Pizza Place,general
3,E02000169,Jin Kichi,"[51.557211, -0.17837]",Japanese Restaurant,general
4,E02000169,The Holly Bush,"[51.5578605, -0.1793307]",Pub,general
5,E02000169,La Crêperie de Hampstead,"[51.555909219060794, -0.17705095120208758]",Creperie,general
6,E02000169,Tannin and Oak,"[51.55193245354175, -0.19222958309049942]",Wine Shop,general
7,E02000169,Waterstones,"[51.55607989549573, -0.17749246713659778]",Bookstore,general
8,E02000169,Ginger and White,"[51.55552253150274, -0.17812380915062986]",Café,general
9,E02000169,Venchi,"[51.5561757748388, -0.17771330546153857]",Ice Cream Shop,general
10,E02000169,Cass Art,"[51.55714941077995, -0.17824526759746612]",Arts & Crafts Store,general
11,E02000169,Little Waitrose & Partners,"[51.551629, -0.192489]",Grocery Store,general
12,E02000169,Paul,"[51.55632554973643, -0.17795636297236436]",Bakery,general
13,E02000169,UCS Active,"[51.552645491960305, -0.18050342667395103]",Gym / Fitness Center,general
14,E02000169,JW3,"[51.551021063347775, -0.18426974352873524]",Community Center,general
15,E02000169,The Wet Fish Cafe,"[51.55118, -0.1913813]",Café,general
16,E02000169,Oddono's Gelati,"[51.556531207373, -0.17754508690492712]",Ice Cream Shop,general
17,E02000169,Camden Arts Centre,"[51.5509378547353, -0.18371614717797777]",Art Gallery,general
18,E02000169,Fenton House,"[51.55894415569476, -0.17954994142807434]",History Museum,general
19,E02000169,GAIL's Bakery,"[51.55616794675482, -0.17770745417419953]",Bakery,general
20,E02000169,Melrose And Morgan,"[51.55588296469207, -0.17851941924915785]",Deli / Bodega,general
21,E02000169,Heath Street,"[51.55949767709239, -0.1788591283079586]",Outdoors & Recreation,general
